Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.S_1000604-DB5,    7.61238,   175.80,          0,     0.00,          0,     0.00,          0,     0.00,    7.61238,   175.80,    7.61239,    -4.20,          0,     0.00,          0,     0.00,          0,     0.00,    7.61239,    -4.20
Line.S_1000604-DB6,    7.61238,   175.80,          0,     0.00,          0,     0.00,          0,     0.00,    7.61238,   175.80,    7.61239,    -4.20,          0,     0.00,          0,     0.00,          0,     0.00,    7.61239,    -4.20
Line.S_1000604-DB7,    7.61238,   175.80,          0,     0.00,          0,     0.00,          0,     0.00,    7.61238,   175.80,    7.61239,    -4.20,          0,     0.00,          0,     0.00,          0,     0.00,    7.61239,    -4.20
Line.S_1000604-DB8,    7.61238,   175.80,          0,     0.00,          0,     0.00,          0,     0.00,    7.61238,   175.80,    7.61239,    -4.20,          0,     0.00,          0,     0.00,          0,     0.00,    7.61239,    -4.20
Line.S_1000604-DB9,    7.61238,   175.80,          0,     0.00,          0,     0.00,          0,     0.00,    7.61238,   175.80,    7.61239,    -4.20,          0,     0.00,          0,     0.00,          0,     0.00,    7.61239,    -4.20
Line.S_1000604-DB10,    7.61238,   175.80,          0,     0.00,          0,     0.00,          0,     0.00,    7.61238,   175.80,    7.61239,    -4.20,          0,     0.00,          0,     0.00,          0,     0.00,    7.61239,    -4.20
Line.S_1000604-DB11,    7.61238,   175.80,          0,     0.00,          0,     0.00,          0,     0.00,    7.61238,   175.80,    7.61239,    -4.20,          0,     0.00,          0,     0.00,          0,     0.00,    7.61239,    -4.20
Line.S_1000604-DB12,    7.61238,   175.80,          0,     0.00,          0,     0.00,          0,     0.00,    7.61238,   175.80,    7.61239,    -4.20,          0,     0.00,          0,     0.00,          0,     0.00,    7.61239,    -4.20
Line.S_1000604-DB13,    7.61238,   175.80,          0,     0.00,          0,     0.00,          0,     0.00,    7.61238,   175.80,    7.61239,    -4.20,          0,     0.00,          0,     0.00,          0,     0.00,    7.61239,    -4.20
Line.S_1000604-DB14,    7.61238,   175.80,          0,     0.00,          0,     0.00,          0,     0.00,    7.61238,   175.80,    7.61239,    -4.20,          0,     0.00,          0,     0.00,          0,     0.00,    7.61239,    -4.20
Line.S_1000604-DB15,    7.61238,   175.80,          0,     0.00,          0,     0.00,          0,     0.00,    7.61238,   175.80,    7.61239,    -4.20,          0,     0.00,          0,     0.00,          0,     0.00,    7.61239,    -4.20
Line.S_1000605-DB1,    13.8381,   175.81,          0,     0.00,          0,     0.00,          0,     0.00,    13.8381,   175.81,    13.8381,    -4.19,          0,     0.00,          0,     0.00,          0,     0.00,    13.8381,    -4.19
Line.S_1000605-DB2,    13.8381,   175.81,          0,     0.00,          0,     0.00,          0,     0.00,    13.8381,   175.81,    13.8381,    -4.19,          0,     0.00,          0,     0.00,          0,     0.00,    13.8381,    -4.19
Line.S_1000605-DB3,    13.8381,   175.81,          0,     0.00,          0,     0.00,          0,     0.00,    13.8381,   175.81,    13.8381,    -4.19,          0,     0.00,          0,     0.00,          0,     0.00,    13.8381,    -4.19
Line.S_1000605-DB4,    13.8381,   175.81,          0,     0.00,          0,     0.00,          0,     0.00,    13.8381,   175.81,    13.8381,    -4.19,          0,     0.00,          0,     0.00,          0,     0.00,    13.8381,    -4.19
Line.S_1000605-DB5,    13.8381,   175.81,          0,     0.00,          0,     0.00,          0,     0.00,    13.8381,   175.81,    13.8381,    -4.19,          0,     0.00,          0,     0.00,          0,     0.00,    13.8381,    -4.19
Line.S_1000605-DB6,    13.8381,   175.81,          0,     0.00,          0,     0.00,          0,     0.00,    13.8381,   175.81,    13.8381,    -4.19,          0,     0.00,          0,     0.00,          0,     0.00,    13.8381,    -4.19
Line.S_1000605-DB7,    13.8381,   175.81,          0,     0.00,          0,     0.00,          0,     0.00,    13.8381,   175.81,    13.8381,    -4.19,          0,     0.00,          0,     0.00,          0,     0.00,    13.8381,    -4.19
Line.S_1000605-DB8,    13.8381,   175.81,          0,     0.00,          0,     0.00,          0,     0.00,    13.8381,   175.81,    13.8381,    -4.19,          0,     0.00,          0,     0.00,          0,     0.00,    13.8381,    -4.19
Line.S_1000605-DB9,    13.8381,   175.81,          0,     0.00,          0,     0.00,          0,     0.00,    13.8381,   175.81,    13.8381,    -4.19,          0,     0.00,          0,     0.00,          0,     0.00,    13.8381,    -4.19
Line.S_1000605-DB10,    13.8381,   175.81,          0,     0.00,          0,     0.00,          0,     0.00,    13.8381,   175.81,    13.8381,    -4.19,          0,     0.00,          0,     0.00,          0,     0.00,    13.8381,    -4.19
Line.S_1000605-DB11,    13.8381,   175.81,          0,     0.00,          0,     0.00,          0,     0.00,    13.8381,   175.81,    13.8381,    -4.19,          0,     0.00,          0,     0.00,          0,     0.00,    13.8381,    -4.19
Line.S_1000606-DB1,    9.51502,   175.82,          0,     0.00,          0,     0.00,          0,     0.00,    9.51502,   175.82,    9.51503,    -4.18,          0,     0.00,          0,     0.00,          0,     0.00,    9.51503,    -4.18
Line.S_1000606-DB2,    9.51502,   175.82,          0,     0.00,          0,     0.00,          0,     0.00,    9.51502,   175.82,    9.51503,    -4.18,          0,     0.00,          0,     0.00,          0,     0.00,    9.51503,    -4.18
Line.S_1000606-DB3,    9.51502,   175.82,          0,     0.00,          0,     0.00,          0,     0.00,    9.51502,   175.82,    9.51503,    -4.18,          0,     0.00,          0,     0.00,          0,     0.00,    9.51503,    -4.18
Line.S_1000606-DB4,    9.51502,   175.82,          0,     0.00,          0,     0.00,          0,     0.00,    9.51502,   175.82,    9.51503,    -4.18,          0,     0.00,          0,     0.00,          0,     0.00,    9.51503,    -4.18
Line.S_1000606-DB5,    9.51502,   175.82,          0,     0.00,          0,     0.00,          0,     0.00,    9.51502,   175.82,    9.51503,    -4.18,          0,     0.00,          0,     0.00,          0,     0.00,    9.51503,    -4.18
Line.S_1000606-DB6,    9.51502,   175.82,          0,     0.00,          0,     0.00,          0,     0.00,    9.51502,   175.82,    9.51503,    -4.18,          0,     0.00,          0,     0.00,          0,     0.00,    9.51503,    -4.18
Line.S_1000606-DB7,    9.51502,   175.82,          0,     0.00,          0,     0.00,          0,     0.00,    9.51502,   175.82,    9.51503,    -4.18,          0,     0.00,          0,     0.00,          0,     0.00,    9.51503,    -4.18
Line.S_1000606-DB8,    9.51502,   175.82,          0,     0.00,          0,     0.00,          0,     0.00,    9.51502,   175.82,    9.51503,    -4.18,          0,     0.00,          0,     0.00,          0,     0.00,    9.51503,    -4.18
Line.S_1000606-DB9,    9.51502,   175.82,          0,     0.00,          0,     0.00,          0,     0.00,    9.51502,   175.82,    9.51503,    -4.18,          0,     0.00,          0,     0.00,          0,     0.00,    9.51503,    -4.18
Line.S_1000606-DB10,    9.51502,   175.82,          0,     0.00,          0,     0.00,          0,     0.00,    9.51502,   175.82,    9.51503,    -4.18,          0,     0.00,          0,     0.00,          0,     0.00,    9.51503,    -4.18
Line.S_1000606-DB11,    9.51502,   175.82,          0,     0.00,          0,     0.00,          0,     0.00,    9.51502,   175.82,    9.51503,    -4.18,          0,     0.00,          0,     0.00,          0,     0.00,    9.51503,    -4.18
Line.S_1000606-DB12,    9.51502,   175.82,          0,     0.00,          0,     0.00,          0,     0.00,    9.51502,   175.82,    9.51503,    -4.18,          0,     0.00,          0,     0.00,          0,     0.00,    9.51503,    -4.18
Line.S_1000607-DB1,    9.51394,   175.80,          0,     0.00,          0,     0.00,          0,     0.00,    9.51394,   175.80,    9.51395,    -4.20,          0,     0.00,          0,     0.00,          0,     0.00,    9.51395,    -4.20
Line.S_1000607-DB2,    9.51394,   175.80,          0,     0.00,          0,     0.00,          0,     0.00,    9.51394,   175.80,    9.51395,    -4.20,          0,     0.00,          0,     0.00,          0,     0.00,    9.51395,    -4.20
Line.S_1000607-DB3,    9.51394,   175.80,          0,     0.00,          0,     0.00,          0,     0.00,    9.51394,   175.80,    9.51395,    -4.20,          0,     0.00,          0,     0.00,          0,     0.00,    9.51395,    -4.20
Line.S_1000607-DB4,    9.51394,   175.80,          0,     0.00,          0,     0.00,          0,     0.00,    9.51394,   175.80,    9.51395,    -4.20,          0,     0.00,          0,     0.00,          0,     0.00,    9.51395,    -4.20
Line.S_1000607-DB5,    9.51394,   175.80,          0,     0.00,          0,     0.00,          0,     0.00,    9.51394,   175.80,    9.51395,    -4.20,          0,     0.00,          0,     0.00,          0,     0.00,    9.51395,    -4.20
Line.S_1000607-DB6,    9.51394,   175.80,          0,     0.00,          0,     0.00,          0,     0.00,    9.51394,   175.80,    9.51395,    -4.20,          0,     0.00,          0,     0.00,          0,     0.00,    9.51395,    -4.20
Line.S_1000607-DB7,    9.51394,   175.80,          0,     0.00,          0,     0.00,          0,     0.00,    9.51394,   175.80,    9.51395,    -4.20,          0,     0.00,          0,     0.00,          0,     0.00,    9.51395,    -4.20
Line.S_1000607-DB8,    9.51394,   175.80,          0,     0.00,          0,     0.00,          0,     0.00,    9.51394,   175.80,    9.51395,    -4.20,          0,     0.00,          0,     0.00,          0,     0.00,    9.51395,    -4.20
Line.S_1001933-DA1,      334.3,   -93.34,    334.429,   146.65,    334.492,    26.35,          0,     0.00,    1.64972,   -58.77,      334.3,    86.66,    334.429,   -33.35,    334.492,  -153.65,          0,     0.00,    1.64972,   121.23
Line.S_1001933-DA2,      334.3,   -93.34,    334.429,   146.65,    334.492,    26.35,          0,     0.00,    1.64972,   -58.77,      334.3,    86.66,    334.429,   -33.35,    334.492,  -153.65,          0,     0.00,    1.64972,   121.23
Line.S_1001933-DA3,      334.3,   -93.34,    334.429,   146.65,    334.492,    26.35,          0,     0.00,    1.64972,   -58.77,      334.3,    86.66,    334.429,   -33.35,    334.492,  -153.65,          0,     0.00,    1.64972,   121.23
Line.S_1000198-DA1,    14.3481,   -64.18,          0,     0.00,          0,     0.00,          0,     0.00,    14.3481,   -64.18,    14.3481,   115.82,          0,     0.00,          0,     0.00,          0,     0.00,    14.3481,   115.82
Line.S_1000548-DA1,    71.6807,   -64.06,          0,     0.00,          0,     0.00,          0,     0.00,    71.6807,   -64.06,    71.6807,   115.94,          0,     0.00,          0,     0.00,          0,     0.00,    71.6807,   115.94
Line.S_1000069-DA1,    50.3147,   -94.46,    50.3255,   145.58,    50.3331,    25.40,          0,     0.00,   0.131498,   -71.67,    50.3148,    85.54,    50.3255,   -34.42,    50.3331,  -154.60,          0,     0.00,   0.131498,   108.33
Line.S_1000069-DA2,    50.3147,   -94.46,    50.3255,   145.58,    50.3331,    25.40,          0,     0.00,   0.131498,   -71.67,    50.3148,    85.54,    50.3255,   -34.42,    50.3331,  -154.60,          0,     0.00,   0.131498,   108.33
Line.S_1000069-DA3,    50.3147,   -94.46,    50.3255,   145.58,    50.3331,    25.40,          0,     0.00,   0.131498,   -71.67,    50.3148,    85.54,    50.3255,   -34.42,    50.3331,  -154.60,          0,     0.00,   0.131498,   108.33
Line.S_1000069-DA4,    50.3147,   -94.46,    50.3255,   145.58,    50.3331,    25.40,          0,     0.00,   0.131498,   -71.67,    50.3148,    85.54,    50.3255,   -34.42,    50.3331,  -154.60,          0,     0.00,   0.131498,   108.33
Line.S_1000069-DA5,    50.3147,   -94.46,    50.3255,   145.58,    50.3331,    25.40,          0,     0.00,   0.131498,   -71.67,    50.3148,    85.54,    50.3255,   -34.42,    50.3331,  -154.60,          0,     0.00,   0.131498,   108.33
Line.S_1000069-DA6,    50.3147,   -94.46,    50.3255,   145.58,    50.3331,    25.40,          0,     0.00,   0.131498,   -71.67,    50.3148,    85.54,    50.3255,   -34.42,    50.3331,  -154.60,          0,     0.00,   0.131498,   108.33
Line.S_1000531-DA1,    9.78563,   -64.29,          0,     0.00,          0,     0.00,          0,     0.00,    9.78563,   -64.29,    9.78564,   115.71,          0,     0.00,          0,     0.00,          0,     0.00,    9.78564,   115.71
Line.S_1000531-DA2,    9.78563,   -64.29,          0,     0.00,          0,     0.00,          0,     0.00,    9.78563,   -64.29,    9.78564,   115.71,          0,     0.00,          0,     0.00,          0,     0.00,    9.78564,   115.71
Line.S_1000531-DA3,    9.78563,   -64.29,          0,     0.00,          0,     0.00,          0,     0.00,    9.78563,   -64.29,    9.78564,   115.71,          0,     0.00,          0,     0.00,          0,     0.00,    9.78564,   115.71
Line.S_1000531-DA4,    9.78563,   -64.29,          0,     0.00,          0,     0.00,          0,     0.00,    9.78563,   -64.29,    9.78564,   115.71,          0,     0.00,          0,     0.00,          0,     0.00,    9.78564,   115.71
Line.S_1000531-DA5,    9.78563,   -64.29,          0,     0.00,          0,     0.00,          0,     0.00,    9.78563,   -64.29,    9.78564,   115.71,          0,     0.00,          0,     0.00,          0,     0.00,    9.78564,   115.71
Line.S_1000531-DA6,    9.78563,   -64.29,          0,     0.00,          0,     0.00,          0,     0.00,    9.78563,   -64.29,    9.78564,   115.71,          0,     0.00,          0,     0.00,          0,     0.00,    9.78564,   115.71
Line.S_1000531-DA7,    9.78563,   -64.29,          0,     0.00,          0,     0.00,          0,     0.00,    9.78563,   -64.29,    9.78564,   115.71,          0,     0.00,          0,     0.00,          0,     0.00,    9.78564,   115.71
Line.S_1000531-DA8,    9.78563,   -64.29,          0,     0.00,          0,     0.00,          0,     0.00,    9.78563,   -64.29,    9.78564,   115.71,          0,     0.00,          0,     0.00,          0,     0.00,    9.78564,   115.71
